"Lambda2","Q","U:0","U:1","U:2","k","nut","omega","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
412.37,-495.74,30.757,-0.77676,-2.3268,0.005554,3.8297e-05,2.8613,-23.415,-0.096757,5.7024,0.6794,0,0.33,0.3046,0.14891
217.86,-252.06,30.78,-0.97625,-1.9096,0.0055274,5.061e-05,1.9876,-21.98,-8.5513,6.014,4.7013,0,0.33,0.33098,0.14919
234.34,-269.64,30.806,-0.95286,-1.9285,0.0055339,4.906e-05,2.1573,-22.115,-8.773,6.429,5.0367,0,0.33,0.32721,0.14915
204.52,-231.73,30.802,-0.94771,-1.8917,0.0055253,5.2876e-05,1.9188,-22.273,-8.2389,5.0248,4.9243,0,0.33,0.33098,0.15107
221.09,-251.89,30.829,-0.92399,-1.9089,0.0055314,5.1063e-05,2.0783,-22.42,-8.1145,5.3537,4.8706,0,0.33,0.32721,0.15106
266.16,-357.3,30.633,-1.1643,-1.9551,0.0055377,4.47e-05,2.3545,-20.002,3.0835,4.7507,-2.7788,0,0.33,0.33473,0.13793
129.03,-157.2,30.727,-1.1889,-1.5302,0.0055137,6.5322e-05,1.5745,-20.101,-5.7534,3.9794,2.2814,0,0.33,0.36099,0.13795
118.82,-133.54,30.74,-1.1885,-1.5484,0.0055186,6.7539e-05,1.6804,-20.063,-8.4401,4.9979,3.9314,0,0.33,0.35724,0.13795
245.86,-314.62,30.769,-0.99554,-1.8754,0.0055225,4.7542e-05,1.8966,-21.862,-2.2729,4.9613,-0.12823,0,0.33,0.33473,0.1492
225.54,-288.12,30.788,-0.96743,-1.8602,0.0055206,4.9765e-05,1.8274,-22.143,-2.1437,4.0329,0.17308,0,0.33,0.33473,0.15107
102.62,-117.8,30.82,-1.0531,-1.4877,0.0055052,6.7895e-05,1.3475,-21.449,-10.164,4.8653,4.7982,0,0.33,0.36099,0.1492
102.81,-114.75,30.843,-1.0478,-1.4947,0.0055093,6.6799e-05,1.4441,-21.479,-11.516,5.7662,5.5078,0,0.33,0.35723,0.1492
98.247,-111.85,30.836,-1.025,-1.4789,0.0055043,6.8396e-05,1.3254,-21.656,-10.809,4.6659,5.201,0,0.33,0.36098,0.15107
98.727,-110.9,30.862,-1.0191,-1.4844,0.0055083,6.7283e-05,1.4183,-21.696,-11.78,5.4845,5.624,0,0.33,0.35723,0.15107
170.55,-238.2,30.73,-1.1848,-1.4902,0.0055109,5.5441e-05,1.5525,-20.142,0.65633,3.0252,-2.0558,0,0.33,0.36474,0.13795
104.28,-121.14,30.8,-1.1209,-1.1235,0.0054958,7.1396e-05,1.1178,-20.508,-6.0388,4.5274,4.9587,0,0.33,0.39132,0.1375
87.466,-92.628,30.823,-1.1285,-1.1387,0.0054992,7.5597e-05,1.1889,-20.465,-8.8286,5.4767,5.4295,0,0.33,0.38744,0.13766
151.65,-199.06,30.811,-1.0545,-1.4612,0.0055025,5.9575e-05,1.3162,-21.423,-3.1092,3.6361,-0.0049764,0,0.33,0.36473,0.1492
151.46,-195.94,30.826,-1.0272,-1.4543,0.0055016,5.9946e-05,1.2943,-21.62,-3.8529,3.4779,0.37956,0,0.33,0.36473,0.15107
59.397,-66.898,30.855,-1.0165,-1.1146,0.0054914,9.0941e-05,0.98946,-21.384,-4.9962,1.9751,6.7435,0,0.33,0.39109,0.14904
54.625,-61.06,30.886,-1.0251,-1.1227,0.0054943,9.2561e-05,1.0524,-21.388,-6.5839,2.539,6.4483,0,0.33,0.38733,0.14905
